id,publication_id,edition_id,title,other_title,author_creator,corporate_creators,contributors,description_abstract,date_period,year,type,place_of_publishing,publisher,format,extent,other_physical_description,volume,number,isbn,call_number,language,general_note,subject_keywords,url_original_object
414878,449879,414878,Remain in Light: Visions of Homeland and Diaspora,,"Armenian, Gassia",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"47 լուսանկարներից բաղկացած այս ցուցահանդեսը փորձում է ներկայացնել արդի հայկական փորձառությունը Հայրենիքում և Սփյուռքում: Լոս-Անջելեսում ծնված երեք հայ արվեստագետներ՝ Սոսի Մածունյանը, Արա Մկրտիչյանը և Արա Օշականն առաջարկում են իրենց տեսակետները հին և նոր աշխարհում հայ ժողովրդի կյանքի վերաբերյալ, որը տասնամյակներ շարունակ հավաքականորեն ենթարկվել է քաղաքական ցնցումն երի, կրոնական հալածանքների և մարդու իրավունքների խախտումների։ Նուրբ զգացողությամբ և համոզմունքով լուսանկարիչները ցուցադրում են հայերի կյանքի զարգացող սոցիալական կտավը՝ գոյատևումը Հայրենիքում, գաղթականների փորձառությունը Սփյուռքում և ամերիկահայերի վերածնունդը նոր հողի վրա: Երեք արվեստագետներն էլ մեծացել են անկախ Հայաստան տեսնելու երազանքով։ Նրանց հույսն իրականություն դարձավ 1991 թ. սեպտեմբերին։ Զինված իրենց տեսախցիկներով՝ երեք լուսանկարիչները մեկնեցին Հայաստան և Արցախ՝ արձանագրելու այդ տարածքներում գոյատևման բազմաթիվ դրսևորումն երը։ Նրանք նաև փաստագրեցին հայերի կյանքը Լոս-Անջելեսում, որտեղ այժմ բնակվում են: Эта выставка из 47 фотографий призвана представить современный армянский опыт на Родине и в Лос-Анджелесе. Три армянских художника из диаспоры, живущие в Лос-Анджелесе, – Соси Мацунян, Ара Мкртичян и Ара Ошакан – предлагают свой взгляд на жизнь армянского народа в старом и новом мире, народа, который сообща десятилетиями претерпевал политические потрясения, религиозные преследования и нарушения прав человека. Интуитивно и с убежденностью фотографы освещают развивающуюся социальную ткань жизни армян: выживание на родине, опыт иммигрантов в диаспоре и возрождение американцев армянского происхождения на новой земле. Трое художников выросли с мечтой увидеть независимую Армению. Их надежда стала реальностью в сентябре 1991 года. Вооружившись камерами, трое фотографов отправились в Армению и Арцах, чтобы запечатлеть множество вариаций выживания на этих территориях. Они также задокументировали жизнь армян в Лос-Анджелесе, где сейчас проживает каждый из них.",2025,2025,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,7,,2953-805X,,,,Ցուցահանդեսներ Լուսանկարչություն,https://arar.sci.am/dlibra/publication/449879/edition/414878
380099,411219,380099,XX դարի հայրենադարձությունը հայոց ինքնության համակարգում,Репатриация XX века в системе армянской идентичности ; Repatriation of the XX century in the system of armenian identity,"Ստեփանյան, Արմենուհի",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,Պատ․ խմբ․՝ Հ․ Տ․ Մարության,Երևան,2010,2010,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,371 էջ,"լուսանկ., ներդ․ ; 20 սմ",,,978-5-8080-0854-0,AII/96354 ; AII/96355 ; AII/96356 ; AII/99184 ; AII/99185,hy ; en,Նվիրում եմ հորս՝ ռումինահայ Արմենակ Ստեփանյանի հիշատակին,Ազգագրություն Հայաստան Հայ ժողովրդի պատմություն Գաղթօջախներ Արտագաղթ,https://arar.sci.am/dlibra/publication/411219/edition/380099
10972,12350,10972,Аргиштихинили,Արգիշտիխինիլի,"Мартиросян, А. А.",АН АрмССР. Институт археологии и этнографии,Отв. ред. Н. В. Арутюнян,Ереван,1974,1974,Գիրք,Ереван,Изд-во АН АрмССР,pdf,180 с.,ил.,I,,,AIII/6690 ; AIII/6691 ; AIII/6692,ru,8 (Археологические памятники Армении),Археология Археологические памятники Аргиштихинили,https://arar.sci.am/dlibra/publication/12350/edition/10972
10695,12049,10695,Арин Берд I,Արին-Բերդ I,"Оганесян, К. Л.",АН АрмССР. Институт археологии и этнографии,Отв. ред. Б. Б. Пиотровский,Ереван,1961,1961,Գիրք,Ереван,Изд-во АН АрмССР,pdf,116 с.,,I,,,PIII/8055 ; PIII/7767 ; PIII/7768,ru,,Архитектура Эребуни,https://arar.sci.am/dlibra/publication/12049/edition/10695
379945,411146,379945,Армения в эпоху бронзы и раннего железа,Հայաստանը բրոնզի և վաղ երկաթի դարաշրջանում,"Мартиросян, А. А.",Институт археологии и этнографии АН Арм. ССР,,Ереван,1964,1964,Книга,Ереван,Издательство АН Армянской ССР,pdf,311 с.,"ил., табл., карт. ; 27 см",,,,PIII/16623 ; PIII/16624 ; PIII/16626 ; PIII/16916 ; Джаук/60,ru,,История Древняя Армения,https://arar.sci.am/dlibra/publication/411146/edition/379945
379495,410596,379495,Армянские старинные пляски,Հայկական հինավուրց պարեր,"Лисициан, Србуи",АН АмССР. Институт археологии и этнографии,,Ереван,1983,1983,Книга,Ереван,Издательство АН Армянской ССР,pdf,243 с.,"ил., ноты, табл. ; 27 см",,,,PIII/51300 ; PIII/51299 ; PIII/51598,ru ; hy,,Этнография Пляски Армения,https://arar.sci.am/dlibra/publication/410596/edition/379495
10757,12142,10757,Арташат I,Արտաշատ I,"Аракелян, Б. Н.",АН АрмССР. Институт археологии и этнографии,,Ереван,1982,1982,Գիրք,Ереван,Изд-во АН АрмССР,pdf,71 с.,46 л. ил.,I,,,PII/496713 ; PII/496714 ; PII/500467,ru ; en,,Археология Археологические памятники Раскопки Арташат,https://arar.sci.am/dlibra/publication/12142/edition/10757
255857,264149,255857,Археологическое изучение городских и монастырских некрополей в России сегодня,Եկեղեցիների տապանաբակերի և վանական գերեզմանատների հնագիտական ուսումնասիրությունն արդի Ռուսաստանում; Archaeological Study of Churchyards and Monastic Necropolises in Russia Today,"Васильева, Елена",ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,,"Городские некрополи и кладбища исследуются в России с 19-го века. Чаще всего в научный оборот вводится информация о захоронении или группе захоронений, а также об отдельных находках и погребальных конструкциях. Одним из наиболее изученных элементов погребального комплекса являются намогильные памятники. Churchyards and city cemeteries have been studied in Russia since the 19th century. As a result of these researches we received information about one particular burial or a group of burials, funeral inventory and burial’s structure. One of the most studied elements of the burial complex was the gravestones. 19-րդ դարից սկսած՝ Ռուսաստանում ուսումնասիրության առարկա են դարձել եկեղեցիների տապանաբակերը և քաղաքային գերեզմանոցները: Հետազոտությունների արդյունքում բազմաթիվ տեղեկություններ են հավաքվել ինչպես մեկ մասնավոր թաղման, այնպես էլ խմբակային թաղումների, ննջեցյալի հետ դրված իրերի, գերեզմանային կառույցների մասին:",2019,2019,Հոդված,,ՀՀ ԳԱԱ Հնագիտության և ազգագրության ինստիտուտ,pdf,,,3,,978-9939-9178-9-4,,,,Ազգագրություն Հնագիտություն археология исторические некрополи прицерковные кладбища городские некрополи,https://arar.sci.am/dlibra/publication/264149/edition/255857
11138,12544,11138,Архивы столицы древней Армении - Арташата,Հին Հայաստանի մայրաքաղաք Արտաշատի արխիվները=The Archives of Artashat - The capital of Ancient Armenia,"Хачатрян, Жорес ; Неверов, Олег",НАН РА Институт археологии и этнографии,Отв. ред. А. З. Маркарян,Ереван,2008,2008,Գիրք,Ереван,"""Гитутюн""",pdf,270 с.,ил.,,20,978-5-8080-0741-3,PIII/61187,hy ; ru ; en,,Археология История Древней Армении Архивы Арташат Столицы древней Армении,https://arar.sci.am/dlibra/publication/12544/edition/11138
379337,410446,379337,Атлас палеопатологических находок на территории Армении,Atlas of palaeopatological findings in the territory of Armenia,"Худавердян, А. Ю.",Институт археологии и этнографии НАН РА,Отв. ред.։ В. В. Фанарджян,Ереван,2005,2005,Книга,Ереван,Ван Арьян,pdf,288 с.,ил. ; 29 см,,,9994138790,PIII/60643,ru,,Археология Антропология Палеопатология Медицина,https://arar.sci.am/dlibra/publication/410446/edition/379337
11082,12484,11082,Биайнская гробница в Ереване,Երևանի Բիայնական դամբարանը,"Есаян, С. А. ; Биягов, Л. Н. ; Амаякян, С. Г. ; Канецян, А. Г.",АН АрмССР. Институт археологии и этнографии,Отв. ред. Б. Б. Пиотровский,Ереван,1991,1991,Գիրք,Ереван,Изд-во АН АрмССР,pdf,47 с.,,II,,5-8080-0040-8,AIII/6530 ; AIII/6698,ru ; hy ; en,15 (Археологические памятники Армении),Археология Армения Археологические памятники Урарту,https://arar.sci.am/dlibra/publication/12484/edition/11082
10377,11734,10377,Вклад Тиграна Навасардяна в армянскую фольклористику,Տիգրան Նավասարդյանի ներդրումը հայ բանահյուսության մեջ,"Варданян, С. А.",Институт археологии и этнографии АН Армении,Отв. ред. С. Т. Еремян ; И. Г. Левин,Ереван,1991,1991,Գիրք,Ереван,Изд-во АН Армении,pdf,с. 7-57,,,18,,AIII/6516 ; AIII/6517,ru,,Հայ ազգագրություն Հայ բանահյուսություն Армянская этнография Армянский Фольклор,https://arar.sci.am/dlibra/publication/11734/edition/10377
375472,406346,375472,Восточные провинции Хеттской империи,Խեթական կայսրության արևելյան գավառները (տեղագրության հարցեր),"Хачатрян, В. Н.",Институт археологии и этнографии АН АрмССР,,Ереван,1971,1971,Книга,Ереван,Изд-во АН АрмССР,pdf,184 с.,,,,,Джаук/458 ; Джаук/605 ; РII/659659,ru,,История Топография,https://arar.sci.am/dlibra/publication/406346/edition/375472
375474,406348,375474,"Всесоюзная сессия, посвященная итогам полевых этнографических и антропологических исследований 1976-1977 гг.","Համամիութենական նստաշրջան, նվիրված 1976-1977 թթ. ազգագրական և մարդաբանական դաշտային հետազոտությունների հանրագումարին",,АН СССР - Отделение истории ; Институт этнографии им. Н. Н. Миклухо-Маклая АН СССР ; АН АрмССР - Отделение исторических и экономических наук ; Институт археологии и этнографии АН АрмССР,,Ереван,1978,1978,Книга,Ереван,Изд-во АН АрмССР,pdf,250 с.,,,,,PII/411492,ru,,Археология Этнография Сессия,https://arar.sci.am/dlibra/publication/406348/edition/375474
374249,405384,374249,Всесоюзный симпозиум по проблемам эллинистической культуры на Востоке,,,Институт археологии АН СССР․ Сектор античной археологии ; Институт археологии и этнографии АН АрмССР․ Отдел античной археологии Армении,Ред.։ Б. Н. Аракелян ; Г. А. Кошеленко ; Г. А. Тирацян,Ереван,1980,1980,Книга,Ереван,Изд-во АН АрмССР,pdf,96 с.,20 см,,,,PII/445046 ; PII/465623 ; PII/465628 ; PII/522975,ru,,Этнография Археология,https://arar.sci.am/dlibra/publication/405384/edition/374249
379853,411070,379853,Второй всесоюзный симпозиум по проблемам эллинистической культуры на Востоке,Համամիութենական երկրորդ սիմպոզիում նվիրված հելլենիստական մշակույթի պրոբլեմներին Արևելքում,,Институт археологии и этнографии АН С ССР. Сектор античной археологии ; Институт археологии и этнографии АН Арм ССР. Отдел античной археологии,,Ереван,1984,1984,Книга,Ереван,Издательство АН Армянской ССР,pdf,86 с.,20 см,,,,PII/515596 ; PII/526221 ; PII/526222 ; PII/526482,ru,,Эллинистическая культура Археология,https://arar.sci.am/dlibra/publication/411070/edition/379853
10680,12032,10680,Гарни I,Գառնի I,"Аракелян, Б.",Академия наук АрмССР,Отв. ред. Б. Б. Пиотровский,Ереван,1951,1951,Գիրք,Ереван,Изд-во АН АрмССР,pdf,91 с.,,I,,,PIII/50216,ru,,Археология Археологические памятники Гарни,https://arar.sci.am/dlibra/publication/12032/edition/10680
10691,12046,10691,Гарни II,Գառնի II,"Аракелян, Б. Н.",АН АрмССР. Институт истории,Отв. ред. А. А. Мартиросян,Ереван,1957,1957,Գիրք,Ереван,Изд-во АН АрмССР,pdf,94 с.,,II,,,Иоан/291,ru,,Археология Античный период Гарни,https://arar.sci.am/dlibra/publication/12046/edition/10691
10751,12107,10751,Гарни V,Գառնի V,"Хачатрян, Ж. Д.",АН АрмССР. Институт археологии и этнографии,Отв. ред. Б. Н. Аракелян,Ереван,1976,1976,Գիրք,Ереван,Изд-во АН АрмССР,pdf,134 с.,,V,,,PIII/60061 ; PIII/60062,ru,,Археология Античный период,https://arar.sci.am/dlibra/publication/12107/edition/10751
375469,406343,375469,Геноцид армян и историческая память народа,Հայոց Ցեղասպանությունը և ժողովրդի պատմական հիշողությունը ; The Armenian Genocide and the people's historical memory,"Свазлян, Вержине",Музей-институт геноцида армян ; Институт Археологии и этнографии НАН РА,,Ереван,2005,2005,Книга,Ереван,"""Гитутюн"" НАН РА",pdf,137 с.,,,,5-8080-0599-X,PII/650910 ; PII/650911 ; PII/656703,ru ; hy ; turkish,Посвящается 90-летней памяти Геноцида армян,История Геноцид армян,https://arar.sci.am/dlibra/publication/406343/edition/375469
378983,410165,378983,Город Тейшебаини,Թեյշեբաինի քաղաքը։ 1947-1958 թթ․ պեղումների նյութերով,"Мартиросян, А. А.",АН АрмССР. Институт археологии и этнографии,,Ереван,1961,1961,Книга,Ереван,Издательство АН Армянской ССР,pdf,157 с.,"карт., табл. ; 26 см",,,,PIII/8784 ; PIII/8785 ; PIII/8786 ; PIII/8787 ; Иоан/284 ; Лип/17,ru,,Археология Тейшебаини,https://arar.sci.am/dlibra/publication/410165/edition/378983
10853,12221,10853,Двин IV,Dvin IV ; Դվին IV,"Акопян, Н. Г. ; Бабаян, Ф. С. ; Жамкочян, А. С. ; Калантарян, А. А. ; Кафадарян, К. К. ; Кочарян, Г. Г.",НАН РА Институт археологии и этнографии,Отв. ред. А. А. Калантарян,Ереван,2008,2008,Գիրք,Ереван,"""Гитутюн""",pdf,244 с.,70 л. ил.,IV,,978-5-8080-0725-3,PIII/60844 ; PIII/60845,ru ; hy ; en,,Археология Двин,https://arar.sci.am/dlibra/publication/12221/edition/10853
10692,12047,10692,Джрвеж I,Ջրվեժ I,"Токарский, Николай Михайлович",АН АрмССР. Институт истории,Отв. ред. С. Г. Бархударян,Ереван,1959,1959,Գիրք,Ереван,Изд-во АН АрмССР,pdf,"66, [60] с.",ил.,I,,,PIII/1342 ; PIII/1343,ru,,Археология Джрвеж,https://arar.sci.am/dlibra/publication/12047/edition/10692
10701,12057,10701,Джрвеж II: Вохджаберд,,"Токарский, Н. М.",АН АрмССР. Институт археологии и этнографии,Отв. ред. С. Г. Бархударян,Ереван,1964,1964,Գիրք,Ереван,Изд-во АН АрмССР,pdf,114 с.,,II,,,РIII/15458 ; РIII/15459 ; РIII/15460,ru,,Археология Джрвеж Вохджаберд,https://arar.sci.am/dlibra/publication/12057/edition/10701
10390,11737,10390,Дохристианские культы армян,Հայոց նախաքրիստոնեական պաշտամունք,"Вардумян, Г. Д.",Институт археологии и этнографии АН Армении,Отв. ред. С. Т. Еремян ; И. Г. Левин,Ереван,1991,1991,Գիրք,Ереван,Изд-во АН АрмССР,pdf,с. 61-150,,,18,,AIII/6516 ; AIII/6517,ru,,Հայ ազգագրություն Հայ բանահյուսություն Армянская этнография Армянский Фольклор,https://arar.sci.am/dlibra/publication/11737/edition/10390
378981,410159,378981,Древнейшие памятники Двина,Դվինի հնագույն հուշարձանները,"Кушнарева, К. Х.",АН АрмССР. Институт археологии и этнографии,,Ереван,1977,1977,Книга,Ереван,Издательство АН Армянской ССР,pdf,107 с.,"ил., табл. ; 30 см",,,,PIII/42768 ; PIII/49600,ru,,Археология Двина Архитектура Двина,https://arar.sci.am/dlibra/publication/410159/edition/378981
378972,410149,378972,Древняя культура племен северо-восточной Армении,Հյուսիս-Արևելյան Հայաստանի ցեղերի հնագույն մշակույթը (III-I հազար. մ.թ.ա.),"Есаян, C. А.",АН АрмССР. Институт археологии и этнографии,,Ереван,1976,1976,Книга,Ереван,Издательство АН Армянской ССР,pdf,268 с.,"ил., карта ; 30 см",,,,PIII/40325 ; PIII/40326 ; PIII/40437 ; PIII/40438 ; PIII/40439 ; PIII/40440 ; PIII/40515,ru,,Культура древней Армении III-I тыс. до н. э,https://arar.sci.am/dlibra/publication/410149/edition/378972
10802,12165,10802,Закари берд (результаты раскопок),Զաքարի բերդ (պեղումների արդյունքները),"Асатрян, Е. А.",НАН РА Институт археологии и этнографии,Отв. ред. У. А. Мелконян,Ереван,2005,2005,Գիրք,Ереван,"""Гитутюн""",pdf,107 с.,110 с. ил.,,19,5-8080-0445-4,PIII/61198,ru ; hy,,Археология Закари Берд,https://arar.sci.am/dlibra/publication/12165/edition/10802
379380,410479,379380,Земледелие и скотоводство Урарту,Երկրագործությունը և անասնապահությունը Ուրարտուում,"Арутюнян, Н. В.",АН АрмССР Институт археологии и этнографии,,Ереван,1964,1964,Книга,Ереван,Изд-во АН АрмССР,pdf,228 с.,ил. ; карты ; 27 см,,,,PIII/16619 ; PIII/16620 ; PIII/16621 ; PIII/16622 ; Иоан/267,ru,,Археология Урарту,https://arar.sci.am/dlibra/publication/410479/edition/379380
